negationHandled,sentiment
kalau saya punya ibuk seperti gitu saya tegor ibuk saya “gak usah sok sosialita kalau belum mampu buk”,Negatif
di indonesia tidak ada yang gratis,Positif
lets go gambling,Netral
bingung bang dengerinnya,Negatif
goblo knya seperti gini anggaran m di kasih ke dinas pertanian dan peternakan masuk kantong abc sampai di bawah anggaran tinggal m di belikan kambingbelikan bibit belikan pakan yang penting anggaran m sudah ada laporan penyalurannya tanpa keuntungan pemerintah mencoba ngasih uang itu ke pt dengan harapan ada keuntungannya kita lihat seberapa tangguh pt itu kedepannya pola pukir pns habiskan anggaran tanpa hasil pola pikir pt harus ada cuannya,Positif
bang kok kamu tidak jadi buzzer si bapak kamu si botak sudah masuk tuh jadi buzzer,Netral
sayangnya demi menikah dengan papa dana bpjs anak cucu dan keturunanya pertiwi dipotong les cucu²nya pertiwi distop dan juga uang kuliah cucu²nya pertiwi dihentikan,Netral
"risiko tinggi, imbalan tinggi, jadi itu hanya perjudian",Negatif
papa fufufafa,Netral
danantara itu kalau di malaysia nama nya mdb yang unjung nya menjadi skandal internasional dengan korupsi najib razak yang berakhir di penjara,Negatif
si pertiwi sebenernya belum layak nikah lagi sebagai janda dia harus rajin fitnes agar bodygoal siapa tau dia dapat yang lebih dari si dana tetapi apa boleh buat pertiwi yang masih banyak lemak dimana ingin cepat nikah karena gairah seksualnya yang besar ingin segera disalurkan ger,Positif
buk pertiwi bukannya investasi itu yang dipake duit dingin yaah,Netral
bahasa bayi gemoy,Netral
seperinya bentar lagi lengser nih,Negatif
bagaimana optimis diisi orang² yang mata duitan kalaupun profit malah diembat buat dana kampanye,Positif
p,Netral
voc saja belajar korupsi dari pemimpin wakanda waktu itu,Netral
mas itu calon papanya penjahat kelamin mantan koruptor yakin mau nikah,Negatif
nice,Netral
apakah dengan menyediakan pendidikan penyediaan lapangan pekerjaan fasilitas kesehatan yang mempuni dan merata apakah itu semua bukan investasi di mata pemerintah kita akan menjadi masyarakat cerdas melahirkan anak anak emas tidak ada pengangguran masyarakat hidup sehat dan aman apakah ini semua bukan investasi di mata pemerintah memang itu investasi yang susah dan butuh proses yang lama apakah danantara ini terjamin investasi apa yang akan di ambil siapa orang yang mengurus apa latar belakang nya masa tukang kayu jadi pengawas dan ini harus boleh se transparan transparannya uangnya besar jangan asal gambling,Positif
bumn mending dibubarkan saja karena akan jadi beban negara kontribusi mereka tidak terlalu bagus belum palak memalak lembaga tinggi negara dan korupsi didalamnya apalagi suntik dana yang fantastis nilainya walau itu bukan jaminan akan menjadi lebih baik setelah disuntik dana jual semua kepada swasta lokal yang lebih profesional jangan ada lagi persaingan usaha antara negara dan swasta itu tidak akan adil pasti merusak perkembangan usaha masyarakat di level atas,Negatif
melihat contoh masa lalu semua berujung korup plus ditambah lagi dedengkot danantara ini siapa sudah lupa ah sudahlaah,Netral
singkat saja papa dana aanj,Netral
akhirnya sekian lama baraya bahas topiktopik isu sosial lagi yang mana kemarinkemarin itu baraya bahasnya itu kebanyakan isuisu tentang agama dan masa lalu dan sebagainya itu yang saya liat kang guru,Negatif
gaji umr tetapi uang tambahan mah sudah boleh party tiap malming wkwkkwkw terima kasih mandalika,Positif
jadi ini persis dengan investasi reksa dana yang dikelola manager investasi pasar uang tetapi ini dikelola oleh pemerintah investasi di reksa dana yang diurus swasta saja tahun returnnya keuucil banget bahkan banyak minus apalagi dikelola pemerintah berani coba saya sih ogah banget,Positif
masyarakat sudah tidak percaya lagiitu masalahnya shg ributndak salah juga masyarakat,Negatif
protes juga tidak ngaruh doain saja sudah,Negatif
maunya bagaimana sih misal nih pimpinan negara ini mundur karena nyerah karena nurutin kalian kalian mau apa langkah strategis nya langkah bagusnya bagaimana setau kita si bapak prabowo itu gedeg banget sama korupsi mengetahui bagaimana kpk dan sejenisnya sementara perbaikan banyak orang yang korup terusik sebar uang untuk demo sana sini bagaimana sih harusnya,Positif
yang mau invest cuman orang yang kepalanya kebentur lantai x waktu bayi,Negatif
ada versi yang tidak pake salut selaput gula tidak seperti yang bang ferry jelasin lebih mudah diterima untuk para pragmatis danantara itu ibarat pemerintah mau maen judol kalau jackpot tidak bilang kalau rungkad dia tidak boleh disalahin,Positif
asyik dapet duit seger neh buat ditilep rame ngimpi nyaingin temasek wkwkwk temasek isinya hampir tidak ada maling lah ini isinya sudah ketahuan maling semua wkwkwk,Negatif
ada beberapa hal yang tidak di ceritakan tentang ibu pertiwi dan bapa dana yakni ibu pertiwi meskipun memiliki banyak aset tatapi dia juga memiliki hutang yang akan jatuh tempo kemudian di sisi lainnya ketika ia melakukan penghematan namun ternyata ia juga melakukan penambahan pembatu di rumahnya dimana hal itu sangat kontradiktif dengan tujuan utamanya yakni efisiensi dan untuk latar belakang pak dana ia tercatat beberapa kali gagal dalam mengelola aset di karenakan penyimpangan selain itu juga pak dana meminta ibu pertiwi untuk boleh memakluminya di karenakan investasi yang akan dilakukannya tidak boleh di audit oleh ibu pertiwi ataupun anaknya artinya semua ini dilakukan tanpa transparansi dan satu hal lainnya adalah jika di kemudian hari investasi ini gagal maka ibu pertiwi serta anaknya tidak boleh menyalahkan pa dana,Negatif
mungkin danantara dibawah presiden prabowo akan baik dan berjalan sesuai harapan bismillah,Positif
dari dongeng ini harus berkaca ke negara oman,Negatif
pemerintah sekarang ini seperti lagi berjudi wkwkwk,Negatif
seperti wacana angkatan kelima yang tidak dilaksanakan karena inefisien tahun kemudian muncul wacana komcad akan diterapkan kepada napi penerima amnesti oleh presiden yang disertai penerbitan inpres mengenai efisiensi yang menuai banyak protes dirasa tidak prorakyat jadi apa itu efisiensi jika selama ini ada pihak yang menghindari suatu program atas dasar inefisien namun saat ini malah melakukan efisiensi,Negatif
memang lagi gila ini mandalika member baru di kasi jp besar terus,Negatif
no komen dari data seharusnya sudah tau sih kecuali koruptor dihukum mati nyatanya kejahatan dibiarkan berarti negara ini sangat baik untuk penjahat,Negatif
dengan penanganan korupsi di konoha masih amburadul dan mental pejabatnya masih maling mustahil investasinya menguntungkan sangat pesimis,Negatif
apakah danantara akan seperti mbd ny malaysia,Negatif
tidak ru da satu tiga delapanmodal sedikit hasil maksimal,Netral
adddddduuuuuh,Netral
sudah dibilang prabowo itu berbahaya tetapi pemilihnya,Negatif
serem banget,Netral
bang logo cls the door nya mana,Netral
bangbuzzer yang ikut koment di hapus saja bang,Netral
terima kasih bang,Positif
intinya negara ini sudah rusak parah satunya cara dibongkar atau dirobohkan lalu di bangun ulang,Negatif
tidak dibahas nahkodanya nih bang,Netral
biasanyalaguorang yang seperti dana ini seorang penipupertiwinya akan kehabisan hartanyadan akan cerai pada akhirnya dengan meninggalkan banyak hutang itu sih biasanya,Negatif
“bahasa bayi” itu nama band hardcore lawas di keranji…,Negatif
bisa berhasil jika uud perampasan aset dan hukuman mati bagi koruptor di buat,Negatif
ada orang punya hutang tetapi pengin investasi bunga hutang sudah pasti investasi belum tentu tau kan pejabat sekarang beberapa mantan narapidana koruptor,Negatif
danantara sih bagus asal tidak jadi seperti taspen or jiwasraya,Netral
close the door sudah tidak jadi sponsor malaka lagi bg feri atau keren malaka project terlalu vokal mengkritik pemerintah mknya om ded tidak suka,Negatif
pikirx dulu dahpejabat indonesia mah banyak yang imannya lemahngelola duit triliunan ntar tergoda lagi,Netral
bumn digadaikan secara simple nya jelas bagus up rekening pejabat,Positif
mau percaya kalau program nya bakal berjalan lancar tanpa d garong oleh tikus berdasi,Positif
dr cerita ini yang saya pelajari adalah ketamakan,Negatif
temasek holdings singapore sudah sifatnya perusahaan private atau swasta jadi lebih profit oriented murni tetapi pengawasan oleh pemerintah jadi boleh dibilang pengelolaannya sudah bersifat mandiri jadi pengelolaan aset tidak ada intervensi pemerintah dan temasek jauh profesional banget,Netral
yang sudah sudah saja dikorupsipesimis gwapalagi yang ngide sang mantan,Negatif
ngomongin deviden bumn yang d setorkan untuk sebuah program yang d buat seorang presiden seperti dejavu buat kta kalau sekarang namanya danantara dulu namanya supersemar sekarang untuk makan gratis dulu untuk beasiswa nilainya kalau itung inflasi tahun an kirang lebih sama ama yang sekarang cuma dulu dananya berakhir ke perusahaan anak presidennya kalau sekarang tidak tau nih berakhir seperti apa,Positif
di malay saja gagal v apalagi di indo,Negatif
cara story telling nya cakep banget bangmantab,Positif
dongengnya seram serasa menyerahkan seluruh harta kita buat sesuatu yang disebut investasi tetapi tidak tau bakal sukses tidak berasa gambling,Netral
bang kita negara seperti atau negara maju sih bukankah perusahaan holding itu harus menjajah masyarakat di suatu negara yang lain danantara mau gerilya di negara kita sendiri atau negara mana nih,Negatif
danantara adalah ladang untuk korupsi masal pejabat karena perusahaan bumn dpr kpk dan lembaga negara lainnya tidak di perbolehkan mengoreksi dan memeriksa contoh nya najib razak selalu memotong dana dari bank semacam danantara di malaysia kalau bener di bikin prabowo dalam ancaman korupsi,Negatif
gatot investasi bpjs saja rugi,Negatif
audionya masih kurang nyaman kadang keras banget kadang jadi pelan suaranya,Positif
nama suami ibu pertiwi siapa bg,Positif
yuk cendikiawan cerdas dengan ulama yang benar berkolaborasi untuk meng evaluasi sistem demokrasi di indonesia yang rancangan bernegara nya sangat mentah sekali dan sudah irasional perjalanannya,Positif
masyarakat sudah ragu-ragu karena pemerintahnya sejah dahulu kelakuannya korup jadi apapun yang berbau uang tentu masyarakat sadar,Negatif
berharap seperti ebook kalau misal bu pertiwi ketemu lelaki tante dana tetapi om wandi yang ktm nya waktu bu pertiwi ikut kelas workshop inspiratif bu pertiwi akan bagaimana yah soalnya teman bu pertiwi juga banyak yang perempuan dan keperempuanan suka ghibah,Positif
banyak resikonya sudah banyak contohnya,Netral
tempat dimana duit ngumpul tempat dimana tikus beraksi,Positif
selama hukum mati dan miskinkan koruptor belum ada maka semua project negara lebih riskan di korupsi,Negatif
setuju lebih baik ru perampasan aset koruptor diterapkan dulu baru jalankan danantara,Negatif
ntar pigai yang disuruh pasang badan kalau hukum mati karena melanggar ham,Negatif
apalagi si pak dana adalah mantan koruptor dan salah satu pegawai pak dana adalah keponakan luhut luhut dari jaman kasus papa minta saham sampai film sexi killer aman tentram damai sejahtera dan menolak indonesia gelapkarena dana dia yang terang benderang hasil nambang,Negatif
iya,Netral
keren asli,Positif
​ hukum mati untuk koruptor gabisa dilakukan karena kita negara demokrasi terbentur hamtp untuk memiskinkan koruptor sangat mungkin kalau presiden mau kalau dpr belum mengesahkan ru perampasan asetya bikin saja dulu perpres nya sampai ru nya dirampungkan kalau miskinkan koruptor dijalankanada kemungkinan danantara boleh dijalankan dengan baik,Negatif
​ kejauhan kembalikan dulu kpk ke jalur independen,Netral
awali dulu dengan gerakan transparansi fyi gaji dpr cuma juta tetapi tunjangannya jt belum dana aspirasi biaya perjalanan dinas honor reses serta honorhonor lain apa pernah dilaporkan tuntut untuk melaporkan dana dana tersebut apa dana yang besar sesuai dengan kinerja mereka jika tidak sesuai pecat saja gunakan pembuktian terbalik apa mungkin dpr yang gajinya jt setelah menjabat beberapa tahun kekayaannya meningkat berkalikali lipat hanya ada kemungkinan menggunakan uang di luar gaji seperti dana aspirasi minta biaya perjalanan dinas yang tinggi untuk keuntungan pribadi jika sebelumnya dia pengusaha pastilah tujuan jadi pejabat untuk mendapat kekuasaan untuk meningkatkan nilai perusahaannya bukan untuk melayani rakyat terserah jika bersalah mau di hukum mati atau di miskinkan tetapi pertama yang perlu transparansi penyelidikan kekayaan,Negatif
dan nominator presiden terkorup dunia versi occrp masuk jadi pengawas,Negatif
setuju pertanyaan siapa yang harus menetapkan hukuman mati bagi koruptor dpr atau putusan presiden berarti kita harus menuntut kepada pemerintah untuk menerbitkan hukuman mati bagi koruptor setuju bang,Netral
hukum mati berdasarkan nominal korupsinya contoh di atas m hukum mati dan dimiskinkan m hukum tahun penjara dan harus mengembalikan semua hasil korupsinya denda dibawah m hukuman tahun harus mengembalikan denda tidak perlu pakai pengacara atau hakim langsung putuskan tanpa tawar menawar lagi di kejaksaan,Negatif
setuju jadi tidak perlu lama cukup sidang minggu langsung diksih sanksi,Positif
tunggu saja ketika gen z yang memimpin indonesia dan gen tua bangka telah punah baru deh ada tindakan begitu,Netral
betul kalau hukum korup yang hanya bgtu” saja dan masih ada jaln lagi buat korup yah sudahlah,Netral
tidak akan pak sistem yang ada menjadikan aktor politik berbuat diluar aturan hukum,Netral
korupsi itu sistem satusatunya cara iya revolusi miskinkan koruptor tidak bakal berhasil kalau belum ada revolusi sistem,Negatif
mana boleh pancasila begitu bertentangan semua itu,Negatif
kamu teriak korupsi mahasiswa saja takut minta peraturan kek gitu,Negatif
untuk tranparasi sepertinya sulit pak mengingat mereka sama mafia negara jadi mereka akan saling menutupi,Negatif
memang negara kalau sudah banyak korupnya itu harus nunggu chaos dulu seperti atau ada yang berani kudeta barulah beberapa undangundang extreme boleh diberlakukan,Negatif
menurutku bukan hanya revolusi tetapi lebih ke reset ke pengaturan awal negara harus chaos bangkrut dan dikudeta dulu agar boleh mengaturnya dari awal,Negatif
boleh masuk pada sila manusia yang adil dan beradab ketika adab sudah tidak ada dan tidak terkendali maka harus di adili jika dengan di adili tidak membuat jera maka harus di tiadakan,Positif
sok tau mahasiswa kamu ini tanya saja dengan beberapa mahasiswa pilih hukuman mati atau tahun pejara bagi para koruptor coba tanyakan hal itu ke mahasiswa,Negatif
tuntutan reformasi salahsatunya karena korupsi yang sangat masif lalu apa setelahnya lahir kamu yang menghukum mati koruptor,Negatif
tidak itulah kesalahannya atau memang yang diatas tetap di isi para koruptor,Negatif
